Date,Open,High,Low,Close,Adj Close,Volume
2019-02-11,45.560001,45.599998,45.029999,45.360001,43.473587,3317900
2019-02-12,45.500000,46.349998,45.209999,45.750000,43.847366,2288400
2019-02-13,45.580002,45.580002,43.720001,44.610001,42.754776,5568200
2019-02-14,44.040001,44.689999,43.500000,43.900002,42.074303,5066600
2019-02-15,44.330002,44.840000,44.220001,44.439999,42.591843,3501100
2019-02-19,44.509998,45.450001,44.110001,45.250000,43.368160,2838400
2019-02-20,45.250000,45.799999,44.880001,45.000000,43.128559,2360600
2019-02-21,45.009998,45.369999,44.349998,44.490002,42.639767,2410300
2019-02-22,43.500000,44.040001,43.150002,44.040001,42.208481,3661000
2019-02-25,44.389999,45.349998,44.299999,44.810001,42.946457,4357400
2019-02-26,45.060001,46.599998,44.919998,45.590000,43.694023,3816800
2019-02-27,45.590000,47.279999,45.459999,47.259998,45.294563,4847600
2019-02-28,47.590000,47.650002,46.500000,47.279999,45.313736,6315300
2019-03-01,48.430000,48.869999,45.570000,46.779999,44.834530,6013200
2019-03-04,46.869999,46.930000,45.369999,45.470001,43.579014,3688100
2019-03-05,45.860001,45.980000,44.740002,45.330002,43.444832,3149700
2019-03-06,45.549999,45.980000,44.660000,44.720001,42.860199,2383700
2019-03-07,44.500000,44.990002,43.619999,44.750000,42.888954,2757900
2019-03-08,44.299999,44.299999,43.560001,43.880001,42.405754,1939900
2019-03-11,43.860001,44.549999,43.720001,44.330002,42.840637,1879500
2019-03-12,44.439999,44.459999,43.820000,44.430000,42.937275,1930000
2019-03-13,44.360001,44.860001,43.990002,44.470001,42.975933,2237100
2019-03-14,44.209999,44.549999,43.919998,44.459999,42.966267,2530700
2019-03-15,44.470001,44.540001,43.279999,43.740002,42.270454,3020400
2019-03-18,43.910000,44.220001,43.610001,44.189999,42.705334,2879500
2019-03-19,44.389999,44.950001,44.009998,44.560001,43.062908,2087900
2019-03-20,44.549999,44.639999,43.360001,43.450001,41.990200,2661800
2019-03-21,42.669998,43.820000,42.540001,43.759998,42.289780,4499600
2019-03-22,43.630001,43.880001,42.820000,42.930000,41.487671,3469000
2019-03-25,42.790001,44.290001,42.750000,43.540001,42.077175,2161200
2019-03-26,44.000000,44.590000,43.570000,43.730000,42.260796,2419400
2019-03-27,43.730000,44.730000,43.660000,44.650002,43.149883,2350600
2019-03-28,44.980000,45.919998,44.279999,44.320000,42.830971,3698900
2019-03-29,44.520000,44.680000,43.970001,44.380001,42.888958,2137500
2019-04-01,44.310001,44.959999,43.880001,44.900002,43.391487,3015200
2019-04-02,44.950001,44.990002,43.880001,43.939999,42.463734,3105800
2019-04-03,44.250000,44.669998,44.090000,44.369999,42.879292,2026400
2019-04-04,44.619999,45.560001,44.410000,45.549999,44.019646,2386000
2019-04-05,45.669998,46.200001,45.450001,45.639999,44.106621,3381800
2019-04-08,45.529999,46.029999,44.990002,45.070000,43.555771,1620500
2019-04-09,44.759998,44.860001,44.110001,44.169998,42.686008,1886600
2019-04-10,45.000000,46.000000,44.290001,44.939999,43.430134,3670200
2019-04-11,45.160000,45.689999,43.439999,43.860001,42.386425,3634200
2019-04-12,43.950001,44.259998,43.470001,43.830002,42.357437,2358000
2019-04-15,43.980000,44.040001,43.180000,43.250000,41.796917,3251700
2019-04-16,43.380001,43.490002,43.250000,43.470001,42.009529,4309500
2019-04-17,43.590000,44.180000,43.330002,43.830002,42.357437,3163800
2019-04-18,43.950001,44.349998,43.650002,43.860001,42.386425,1913600
2019-04-22,43.669998,43.750000,42.009998,42.150002,40.733875,2886200
2019-04-23,42.349998,42.520000,41.209999,41.779999,40.376308,3587400
2019-04-24,41.770000,42.500000,41.770000,42.000000,40.588913,1843000
2019-04-25,41.820000,41.980000,40.709999,41.049999,39.670830,2751400
2019-04-26,40.770000,41.389999,40.119999,41.389999,39.999413,2434300
2019-04-29,41.250000,41.630001,40.709999,40.820000,39.448559,2387900
2019-04-30,40.860001,41.130001,40.450001,41.020000,39.641838,4058100
2019-05-01,40.959999,40.990002,40.340000,40.349998,38.994350,1836500
2019-05-02,40.509998,41.040001,40.299999,40.470001,39.110321,2721000
2019-05-03,40.560001,40.689999,40.000000,40.290001,38.936367,2412600
2019-05-06,39.930000,40.669998,39.500000,40.619999,39.255276,2841100
2019-05-07,40.590000,40.619999,39.200001,39.369999,38.047276,3137100
2019-05-08,39.020000,40.349998,38.910000,39.930000,38.588463,2620400
2019-05-09,39.119999,39.980000,39.099998,39.799999,38.462830,3211300
2019-05-10,39.360001,39.560001,38.759998,39.369999,38.047276,2422000
2019-05-13,39.040001,39.119999,37.410000,37.599998,36.336742,3278200
2019-05-14,37.970001,38.490002,37.049999,38.049999,36.771626,3079300
2019-05-15,37.750000,38.099998,37.020000,37.430000,36.172455,4062900
2019-05-16,37.590000,37.849998,36.900002,36.930000,35.689255,2862200
2019-05-17,36.599998,37.700001,36.369999,37.090000,35.843876,2422400
2019-05-20,37.480000,37.799999,36.950001,37.459999,36.201450,4396000
2019-05-21,37.000000,38.189999,36.770000,37.849998,36.578346,9394100
2019-05-22,34.279999,35.209999,33.750000,34.349998,33.195934,15979500
2019-05-23,34.110001,34.810001,33.669998,33.810001,32.674080,4992100
2019-05-24,33.959999,34.020000,33.250000,33.500000,32.374493,4390700
2019-05-28,33.580002,33.959999,32.970001,32.980000,31.871962,4109200
2019-05-29,32.779999,33.040001,32.270000,32.419998,31.330778,3499900
2019-05-30,32.400002,32.930000,32.360001,32.470001,31.379101,3375800
2019-05-31,32.000000,32.000000,30.910000,31.299999,30.597063,6560200
2019-06-03,31.219999,32.430000,31.150000,32.099998,31.379097,4044700
2019-06-04,32.320000,33.180000,32.209999,32.910000,32.170910,3624900
2019-06-05,33.139999,33.320000,31.840000,31.959999,31.242241,2672800
2019-06-06,31.709999,31.870001,30.549999,31.049999,30.352678,6394800
2019-06-07,31.080000,31.730000,30.920000,31.670000,30.958755,3103900
2019-06-10,31.910000,32.799999,31.879999,32.540001,31.809217,5190300
2019-06-11,32.590000,33.169998,32.349998,32.830002,32.092705,4183800
2019-06-12,32.820000,33.009998,32.009998,32.139999,31.418200,2323700
2019-06-13,32.169998,32.709999,31.840000,32.660000,31.926519,2259500
2019-06-14,32.590000,32.669998,32.080002,32.610001,31.877644,2504300
2019-06-17,32.480000,33.119999,32.299999,32.470001,31.740791,2825400
2019-06-18,32.400002,32.930000,31.980000,32.130001,31.408424,2445000
2019-06-19,32.250000,33.389999,31.709999,33.169998,32.425068,8222200
2019-06-20,33.740002,33.869999,32.700001,33.209999,32.464169,5427100
2019-06-21,33.310001,33.759998,32.740002,33.400002,32.649906,4827600
2019-06-24,33.220001,33.220001,32.500000,32.680000,31.946074,3081900
2019-06-25,32.779999,32.830002,32.310001,32.770000,32.034054,2922000
2019-06-26,32.689999,32.930000,32.180000,32.200001,31.476852,3654700
2019-06-27,31.350000,31.850000,31.090000,31.450001,30.743698,5500100
2019-06-28,31.549999,32.160000,31.469999,31.860001,31.144487,3449100
2019-07-01,32.169998,32.799999,31.150000,31.490000,30.782797,4928600
2019-07-02,31.150000,31.200001,30.690001,30.950001,30.254925,4515600
2019-07-03,30.969999,31.370001,30.820000,31.250000,30.548187,3201900
2019-07-05,31.299999,32.139999,31.120001,31.980000,31.261791,2602300
2019-07-08,31.900000,32.290001,31.510000,31.820000,31.105387,2930700
2019-07-09,31.709999,31.850000,30.910000,30.920000,30.225599,4644800
2019-07-10,31.059999,31.059999,30.280001,30.330000,29.648849,3831300
2019-07-11,30.350000,30.770000,30.139999,30.570000,29.883459,2177900
2019-07-12,30.709999,31.490000,30.570000,31.360001,30.655718,2730500
2019-07-15,31.370001,31.799999,30.950001,31.150000,30.450432,3023700
2019-07-16,31.170000,31.430000,30.990000,31.010000,30.313578,3223900
2019-07-17,30.990000,31.080000,29.770000,29.780001,29.111200,4965700
2019-07-18,29.740000,29.750000,29.270000,29.370001,28.710407,3512600
2019-07-19,29.430000,29.959999,29.400000,29.719999,29.052547,2776200
2019-07-22,29.770000,30.030001,28.549999,28.760000,28.114109,5580800
2019-07-23,28.910000,29.120001,28.230000,29.070000,28.417145,5206700
2019-07-24,29.120001,30.160000,29.120001,30.020000,29.345810,4587900
2019-07-25,29.950001,30.309999,29.709999,30.309999,29.629297,4579600
2019-07-26,30.540001,30.540001,29.820000,30.500000,29.815031,3001500
2019-07-29,30.400000,31.040001,30.180000,30.940001,30.245150,4302800
2019-07-30,30.889999,31.020000,30.320000,30.690001,30.000763,3450100
2019-07-31,30.540001,33.919998,30.540001,33.110001,32.366417,12053000
2019-08-01,33.160000,33.299999,30.500000,30.830000,30.137619,8022400
2019-08-02,31.000000,31.360001,30.600000,30.790001,30.098520,3425400
2019-08-05,30.309999,30.350000,29.490000,30.200001,29.521769,5563500
2019-08-06,30.260000,30.650000,29.830000,30.549999,29.863907,2371500
2019-08-07,30.180000,30.600000,29.790001,30.150000,29.472889,4031100
2019-08-08,30.110001,30.780001,29.799999,30.129999,29.453341,2598500
2019-08-09,29.990000,30.160000,29.250000,29.299999,28.641979,3865100
2019-08-12,29.030001,29.080000,28.090000,28.610001,27.967476,3539700
2019-08-13,28.459999,30.410000,28.020000,29.120001,28.466022,4276200
2019-08-14,27.730000,27.850000,25.879999,26.020000,25.435644,9845400
2019-08-15,26.090000,26.150000,25.010000,25.350000,24.780689,6513200
2019-08-16,25.459999,25.990000,25.280001,25.320000,24.751364,4785700
2019-08-19,25.639999,26.320000,25.440001,26.100000,25.513847,5281500
2019-08-20,26.200001,26.340000,25.070000,25.150000,24.585180,5817600
2019-08-21,25.559999,26.660000,25.350000,26.540001,25.943966,12597800
2019-08-22,29.000000,31.110001,28.549999,30.750000,30.059416,28942900
2019-08-23,30.500000,30.900000,28.480000,28.570000,27.928375,9605200
2019-08-26,28.780001,29.090000,27.790001,28.850000,28.202085,8440900
2019-08-27,29.070000,29.209999,27.820000,27.889999,27.263645,7809800
2019-08-28,27.900000,29.090000,27.860001,28.700001,28.055456,4692100
2019-08-29,28.530001,29.340000,28.530001,29.129999,28.847702,4721900
2019-08-30,29.200001,29.740000,28.740000,28.969999,28.689253,3269800
2019-09-03,28.719999,28.840000,27.900000,28.379999,28.104971,3835200
2019-09-04,28.709999,29.719999,28.510000,29.510000,29.224020,3927700
2019-09-05,29.959999,31.969999,29.900000,31.070000,30.768902,6616800
2019-09-06,31.120001,31.660000,30.639999,31.070000,30.768902,5305600
2019-09-09,31.090000,32.939999,30.980000,32.770000,32.452427,6469100
2019-09-10,32.549999,34.279999,32.259998,34.240002,33.908184,7036700
2019-09-11,34.410000,35.099998,33.119999,35.049999,34.710331,5187300
2019-09-12,34.650002,35.610001,33.820000,34.619999,34.284500,6178800
2019-09-13,34.959999,35.630001,34.419998,34.799999,34.462753,4534200
2019-09-16,34.290001,35.580002,34.220001,35.570000,35.225292,4269000
2019-09-17,35.209999,35.380001,31.840000,32.099998,31.788919,10462700
2019-09-18,32.160000,32.790001,32.090000,32.590000,32.274174,3925900
2019-09-19,32.700001,32.880001,32.020000,32.150002,31.838438,2724700
2019-09-20,32.240002,33.330002,32.080002,32.150002,31.838438,4472900
2019-09-23,31.799999,32.930000,31.350000,32.349998,32.036495,2556200
2019-09-24,32.599998,32.950001,31.480000,32.049999,31.739405,2489400
2019-09-25,32.080002,32.860001,31.860001,32.240002,31.927567,2966700
2019-09-26,32.279999,32.450001,31.889999,32.189999,31.878048,1887300
2019-09-27,32.450001,33.070000,32.299999,32.889999,32.571266,2289900
2019-09-30,32.869999,33.770000,32.750000,33.669998,33.343704,2296000
2019-10-01,33.759998,34.139999,33.080002,33.480000,33.155548,3215200
2019-10-02,33.270000,33.320000,31.690001,31.840000,31.531441,3429200
2019-10-03,31.690001,32.400002,30.920000,32.139999,31.828533,2978800
2019-10-04,32.049999,32.560001,31.730000,32.490002,32.175144,2679400
2019-10-07,32.520000,33.320000,32.419998,33.070000,32.749519,2233200
2019-10-08,32.470001,33.419998,31.830000,32.959999,32.640587,4389000
2019-10-09,33.230000,33.410000,33.009998,33.099998,32.779228,1954100
2019-10-10,33.230000,34.000000,33.060001,33.759998,33.432831,1558300
2019-10-11,34.130001,35.419998,34.000000,34.980000,34.641010,3407700
2019-10-14,34.919998,34.959999,34.029999,34.680000,34.343918,2436500
2019-10-15,34.740002,35.630001,34.369999,35.480000,35.136166,2177700
2019-10-16,35.080002,35.820000,34.630001,34.860001,34.522175,2079100
2019-10-17,35.119999,35.209999,34.549999,35.040001,34.700432,1693300
2019-10-18,34.000000,34.959999,33.869999,34.580002,34.244888,2656900
2019-10-21,35.200001,35.830002,35.009998,35.709999,35.363937,2319900
2019-10-22,35.720001,37.020000,35.150002,36.930000,36.572113,3027400
2019-10-23,37.130001,37.470001,36.430000,36.650002,36.294830,2544400
2019-10-24,36.730000,36.790001,35.689999,36.279999,35.928410,2279200
2019-10-25,35.869999,37.810001,35.869999,37.230000,36.869205,3165900
2019-10-28,37.500000,38.180000,37.430000,38.040001,37.671356,2801900
2019-10-29,37.580002,38.000000,36.919998,37.110001,36.750370,2096700
2019-10-30,35.980000,36.450001,34.680000,35.209999,34.868782,3270600
2019-10-31,34.950001,35.930000,34.470001,35.900002,35.552097,2972600
2019-11-01,36.209999,36.910000,36.029999,36.689999,36.334438,1716800
2019-11-04,37.119999,37.490002,36.509998,36.799999,36.443371,2107600
2019-11-05,37.189999,37.830002,36.459999,36.490002,36.136379,3234300
2019-11-06,36.500000,36.820000,35.709999,36.730000,36.374050,2072000
2019-11-07,37.419998,37.570000,36.950001,37.130001,36.770176,1505100
2019-11-08,36.910000,36.980000,36.040001,36.650002,36.294830,2388100
2019-11-11,36.439999,37.439999,36.110001,37.430000,37.067268,2292200
2019-11-12,36.799999,37.849998,36.099998,36.900002,36.542404,4262000
2019-11-13,36.580002,37.520000,36.439999,37.180000,36.819691,3907400
2019-11-14,37.119999,38.000000,37.119999,37.820000,37.453487,2137400
2019-11-15,37.990002,38.279999,36.970001,38.040001,37.671356,2989300
2019-11-18,37.900002,38.160000,37.259998,37.869999,37.503002,3019300
2019-11-19,35.980000,36.529999,34.619999,35.500000,35.155972,5449700
2019-11-20,35.110001,35.189999,33.680000,33.950001,33.620995,5599300
2019-11-21,32.970001,34.790001,32.709999,34.320000,33.987408,8614000
2019-11-22,37.049999,38.470001,36.410000,37.950001,37.582230,19700800
2019-11-25,38.459999,38.660000,37.450001,38.360001,37.988255,5790800
2019-11-26,38.180000,38.709999,37.730000,38.180000,37.810001,6104800
2019-11-27,37.970001,38.549999,37.669998,38.320000,38.320000,2895900
2019-11-29,38.299999,38.299999,37.700001,38.169998,38.169998,1549400
2019-12-02,38.250000,38.340000,37.500000,37.540001,37.540001,2540700
2019-12-03,36.830002,37.130001,36.220001,36.599998,36.599998,2373500
2019-12-04,36.900002,37.799999,36.730000,37.680000,37.680000,2548500
2019-12-05,38.000000,38.410000,37.360001,37.410000,37.410000,2543600
2019-12-06,37.790001,38.529999,37.520000,37.560001,37.560001,1844000
2019-12-09,37.549999,39.340000,37.439999,38.910000,38.910000,3404200
2019-12-10,38.759998,39.099998,38.230000,39.029999,39.029999,2514900
2019-12-11,39.000000,39.090000,38.580002,38.830002,38.830002,1952000
2019-12-12,39.000000,39.790001,38.779999,39.689999,39.689999,2442200
2019-12-13,39.799999,39.799999,38.110001,38.380001,38.380001,2774600
2019-12-16,38.680000,39.189999,38.299999,38.860001,38.860001,3006800
2019-12-17,38.750000,39.520000,38.549999,39.290001,39.290001,1600400
2019-12-18,39.799999,40.759998,39.509998,40.480000,40.480000,4035200
2019-12-19,40.259998,40.709999,39.960999,40.700001,40.700001,813763
